ID,TYPE,COMMIT #,STATUS,DESCRIPTION,REPORTER,ASSIGNEE,DUE,CREATED,RESOLVED,NOTES
1,task,c69a31b,closed,"created Project2 foleder, included all related files",,Daniel,02-Apr,27-Mar,27-Mar,
2,task,a1795a8,closed,"added preprocessor directives to List.h",,Daniel,02-Apr,27-Mar,27-Mar,,
3,task,65c6fa2,closed,"added preprocessor directives to Iterator.h",,Daniel,02-Apr,27-Mar,27-Mar,,
4,task,c710cef,closed,"added preprocessor directives to Node.h",,Daniel,02-Apr,27-Mar,27-Mar,,
5,task,a3c6cd5,closed,"added preprocessor directives to .cpp files",,Daniel,02-Apr,27-Mar,27-Mar,,
6,task,0eaa225,closed,"edited makefile",,Daniel,02-Apr,27-Mar,27-Mar,,
7,task,c4ee84b,closed,"converted Node, List, and Iterator structs into encapsulated classes with private data members",,Sabina,02-Apr,29-Mar,29-Mar,
8,task,3bf64b4,closed,"configuring friend classes",,Sabina,02-Apr,29-Mar,29-Mar,
9,task,de8a1a5,closed,"converted all non-member List functions into member functions",,Sabina,02-Apr,29-Mar,29-Mar,
10,task,48b8c69,closed,"content added to Node.h/cpp file",,Sukhjot,11-Apr,03-Apr,03-Apr,
11,task,e3c1941,closed,"content added to Iterator.h/cpp file",,Sukhjot,11-Apr,03-Apr,03-Apr,
12,task,fb8b121,closed,"content added to List.h/cpp file",,Sukhjot,11-Apr,03-Apr,03-Apr,
13,task,59b6212,closed,"Tested functions in driver_phase1.cpp",,Daniel,11-Apr,03-Apr,03-Apr
